,song,lyrics
120,connected, . Got so many questions. You seek information. No need to be desperate. We're just getting started  yeah. Diamond plated tension. Two minds  one direction. Craving the connection. Patience  babe. We're pulling at each other like magnets. The rules are telling us to ignore them. Your moves  they're asking me for attention. Oh  I'm losing it  hey. No turning back once we're connected. No turning back once we're connected. No turning back once we're connected. All that I want is you. Even if I'm a fool. Why do I fall for you . No turning back once we're connected. All that I want is you. Even if I'm a fool. I know that you want me too. No turning back once we're connected. Locked in sight  we're in trouble. A lock and a key making rumbles. I know you want me  don't crumble. Leave it to time  no need to hustle. Meant for each other  no one can stop us. You know that we'll be lasting forever. Feel the fire  it's burning up the danger  Yeah . You know it shouldn't be but. We're pulling at each other like magnets. The rules are telling us to ignore them. Your moves  they're asking me for attention. Oh  I'm losing it  hey. No turning back once we're connected. No turning back once we're connected. No turning back once we're connected. All that I want is you. Even if I'm a fool. Why do I fall for you . No turning back once we're connected. All that I want is you. Even if I'm a fool. I know that you want me too. No turning back once we're connected. 
121,limbo,Walk the longest road. I didn't know that it would be the last. In the footprints left behind. I'll look back to see if your scent remains. Our story was beautiful. You left me with a memory. Please don't forget that it means more than this. Wander through a long day. The night begins again. There are many things that I can't say. I don't get sick in my dreams. I want to call you quietly. The moment I wish I couldn't forget. Will it go back the way we used to be . I know it'll change with just one word. The words I couldn't tell you. Lock me in this dream  please don't let me go. I don't remember. A piece of your memory. When I miss you  I will take it out once in a while. The image of yours that I could only see. Will you think of me at least once . Our story was beautiful. You left me with a memory. Please don't forget that it means more than this. Wander through a long day. The night begins again. There are many things that I can't say  yeah. I don't get sick in my dreams. I want to call you quietly. The moment I wish I couldn't forget. Will it go back the way we used to be . I know it'll change with just one word. The words I couldn't tell you. Lock me in this dream  please don't let me go. I don't get sick in my dreams. I want to call you quietly. The moment I wish I couldn't forget. Will it go back to the way we used to be . I know it will change with just one word. I'll talk quietly. 
122,doodle,Draw a crooked line. A distorted circle. Even if my shoelaces are tangled  it's pretty like ribbon. Everyone talks about doing the basics all the time. But shove it. Freaking bucket list  erase it. This is my way  stomp on the tightrope. I ride the line differently  I'm crooked. What's the point of doing what others do . Aren't you tired of cosplaying as normal . If you live blaming the world  that doesn't change. I won't find satisfaction in anything. What's the point of doing of just following the trends . It's so average. I hope the world will change. Why do you only eat the food prepared. My life's like a doodle. My style's like a doodle. Circle  triangle  square. Break the rules  doodle. My rhythm's like a doodle. My flow's like a doodle. I doodle on the walls of the world. Live like a doodle  Doodle . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. The limit is on the wall graffiti  My life is like a . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. Creativity that exceeds the limit. I don't care  I eat up everything. That's the only way to satisfy myself. My unique perspective. I don't care about how others see me. I feel it coming. I can see my path. There is unlimited success. Floating here and there  in zero gravity. What's the point of doing what others do . Aren't you tired of cosplaying as normal . If you live blaming the world  that doesn't change. I won't find satisfaction in anything. What's the point of doing of just following the trends . It's so average. I hope the world will change. Why do you only eat the food prepared. My sketch that no one recognizes. I make it so only I can recognize it. If you touch it  you're gonna get cut  Get cut . Let's go on and on  the next chapter. My doodle will change the world. It changes the main character  a big twist  a big twist. Get the popcorn ready. Fiction  drama  movie  cartoon  it'll become reality. My life's like a doodle. My style's like a doodle. Circle  triangle  square. Break the rules  doodle. My rhythm's like a doodle. My flow's like a doodle. I doodle on the walls of the world. Live like a doodle  Doodle . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. The limit is on the wall  My life is like a . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. Creativity that exceeds the limit. As if talking nonsense  draw what you want. Even if you are full of bravado  just act brave. Throw away the modesty that doesn't even protect your pride. Riper the wheat  deeper it bows. But I raise my head and look up to go higher. Fly freely without a fixed route. A chance to seize byway by pioneering it. If you think I'm dirty  just avoid me  I'm going like this full speed ahead. My life's like a doodle  Doodle . My style's like a doodle  Doodle . Circle  triangle  square. Break the rules  doodle  Doodle . My rhythm's like a doodle  Doodle . My flow's like a doodle  Doodle . I doodle on the walls of the world. Live like a doodle  Doodle . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. The limit is on the wall graffiti  My life is like a . Doodle  doodle. Move like a doodle  doodle. Jump over a hurdle  hurdle. Creativity that exceeds the limit  Doodle . 
123,loveuntold,Yeah  yeah. Oh oh  oh oh. In front of the person who loves me. I couldn't even say that I love you. I don't want to sit around  what should I do . Yeah  yeah  yeah  yeah  yeah  yeah. Being someone who loves you. I'm becoming the one who loves me. I won't cry anymore but I'm afraid you'll get sick. Yeah  yeah  yeah  yeah  yeah  yeah. It hurts  It hurts . To be like this  To be like this . I didn't know. The period that I wanted so much. Is just around the corner. I don't have regrets. In front of you  in this broken heart. It makes me want to breathe. Maybe he wanted to hug me. I think he was a child pretending to be strong. The tears you shed for me are also hot. Your hand holding my hand is also hot too. I miss you so much. I want to see you so much. Can you see it if I close my eyes . Because you smiled in front of me when I opened my eyes. Spring is the season that I couldn't give you as a gift. I didn't like that  Yeah  yeah  yeah . My reflection in the mirror blurs and warm things flow from my hand. I'm in front of the person who loves me. I can't even say that I love you. I don't want to sit around  what should I do . Yeah  yeah  yeah  yeah  yeah  yeah. After becoming the one who loves you. I'm becoming the one who loves me. I won't cry anymore but I'm afraid you'll get sick. Yeah  yeah  yeah  yeah  yeah  yeah. Broken shapes of Pastel. It's like a group of different Colors. Because I'm being overwhelmed of my emotions. It s like when it's mixed and dyed black. Maybe my universe was bright because of you. I never lost my smile in it. But now  in this dark world without stepping on a shadow. Drawing you is my only day. Go back  go back  I'm in front of you. I wonder what kind of person he was. Rewinding the film of old memories. Like dreaming again  can I forget you . Go back  go back  go back  go back. If only I could go back to that time. For you  for you  for you  for you. I could save every second of my life. In front of the person who loves me. I couldn't even say that I love you. I don't want to sit around  what should I do . Yeah  yeah  yeah  yeah  yeah  yeah. Being someone who loves you. I'm becoming the one who loves me. I won't cry anymore but I'm afraid you'll get sick. Yeah  yeah  yeah  yeah  yeah  yeah. I want to see your smile again  Smile . I want to hear your voice again  Voice . I really want to stroke you. Yeah  yeah  yeah  yeah  yeah  yeah. I want to see your smile again  Smile . I want to hear your voice again  Voice . I really want to stroke you. Yeah  yeah  yeah  yeah  yeah  yeah. Yeah  yeah  yeah  yeah  yeah  yeah. Yeah  yeah  yeah  yeah  yeah  yeah. Yeah  yeah  yeah  yeah  yeah  yeah. Yeah  yeah  yeah  yeah  yeah  yeah. 
124,run,       .                 . All the problems and lot of things make me fool.            .                   .                 .                 .             . Let's be free              .                 .                .         .                    .                    . Let me be free              .      .                          .                            .                               .                                 . Let's run.                    run  Run  run  yeah .               run. Running on the highway.           .                       .                   run.    run.           run.    run. Run  run  yeah. Let's run  run  yeah.                     .                     .                 .              pass           neckless.          .                  . Now stop         .                      .                   .                  .                     .                 . Like a time warp            .                   .                 swim.               dream. Run from my room. Run from my town. Run from my city. Run from the world. Run from my room. Run from my town. Run from my city. Run from the world.           run.    run. Run  run  yeah. Let's run  run  yeah.                  .                   let me go.                    fly so high.                       . 
125,deepend, . How've you been  I guess you're fine. It's been pretty long since we've last seen. Honestly  throughout my life. Deep inside  I never felt alive. The way you used to touch my soul. Was always so sweet and lovely. No matter how far apart we were. You'd always pick up the phone. But now I'm truly all alone in this world. I miss the way you felt so close to my bones. I I I I'm sinking in the deep end. I'll just try y y y to cry myself to sleep. Please stop this pain. If you hadn't changed  then I'd still be by your side. If I gave you one more chance  can we go back again . You made me feel as if we were complete. But now you're filled with nothing but conceit. The times we had  Together  were bittersweet  Bittersweet . I miss the days we used to laugh and heal  Laugh and heal . The way you used to touch my soul. Had always kept me whole. You'd always read my text. And ghost me like you wanted me gone. Now I'm truly all alone in this world. I miss the way you felt so close to my bones. I I I I'm sinking in the deep end. I'll just try y y y to cry myself to sleep. Please stop this pain. If you hadn't changed  then I'd still be by your side. If I gave you one last chance  can we go back again . Honestly  without you in my life. Deep inside  I've never felt alive. 
126,starsandraindrops,If I hadn't let it go in the end. Will we ever be happy again . It's useless  everything is useless  even if they say it's useless. Thoughts keep growing in my head. Would it have been better if I did better . Would you have laughed if I did the opposite . It's useless  everything is useless  even though I know everything. Regret keeps growing in my heart. In the end  I'm left alone at this night. Our memories become stars. Put it over your head  Put it over your head . It is pouring endlessly. The beautiful times we had together. The moments sparkle. Come into me  come into me . It shines in my heart. Today  I'm going to show you. I can't forget you the way you are. If I could love someone again. Could it be better than then . When you say that everything is useless and meaningless. But only good memories come back. On this night left alone again. Your images become stars. Put it over your head  Put it over your head . It is pouring endlessly. The beautiful times we had together. The moments sparkle. At the end of the shining memories. Dark clouds gather. Our last scene. Become drops of rain. Put it over your head  Put it over your head . It is pouring endlessly. The beautiful times we had together. The moments sparkle. Come into me  come into me . It shines in my heart. Today  I'm going to show you. I can't forget you the way you are. Oh oh  oh oh. Oh  oh oh oh oh. 
127,hugme,I want to hug you until you fall asleep. Even in the morning  when I'm with you. Even on the days  you had hard times. I want to hug you more tightly. I'll give you a hug while we're together. Don't go anywhere and stay with me forever. I want to make you happy every day. I'll give you a big hug. Don't leave me. I won't forget your pretty smile. Please hug me  too. Please be with me. I'll make you have a sweet day every day. I'll give you a hug  oh  baby. Please give me a hug  oh  baby. I like all your smiling faces and crying faces  Ooh . I want to hug you again  today  Ooh ooh ooh . My head is filled with only you  Ooh . I think about you all day. I want to hug you even now when we're together. I'll be by your side even when you're tired. When sad days come  be by my side  lean on my arms. I'll give you a big hug. Don't leave me. I won't forget your pretty smile. Please hug me  too. Please be with me. I'll make you have a sweet day every day. I'll give you a hug  oh  baby. Please give me a hug  oh  baby. 
128,lovestay,On a springlike summer day. I engrave your name in my heart for the first time. After counting how much I love you. As many as the countless stars in the sky. That are unable to be concealed. Because I hold each and all of these pieces. Deep inside my heart. I can endure by looking at you. I will never make you lonely. You'll always be beside me. I'll cherish this happiness you gave me. I will never make you lonely. I will walk with you at your pace. 'Cause I. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY. On a particularly autumn like winter day. I'm going to present you a pink cherry blossom petal. The gentle  exciting breeze blowing makes me smile. You hugged me when I was cold. On nights that were longer than days. Sometimes darkness would pile over me. 'Cause I have you. 'Cause you love me  'Cause you love me . Someday I'll get exhausted and cry. Fall down and feel pain again. It doesn't matter  once again. I can endure by looking at you. 'Cause I love you. I will never make you lonely. You'll always be beside me. I'll cherish this happiness you gave me. I will never make you lonely. I will walk with you at your pace. 'Cause I. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY  hey  hey. Love STAY. Love STAY  hey. Love STAY  hey. Love STAY. Love STAY. 
129,close,            .              .             . Yeah  just tell me about you.                   .                   .               .             .              .                   . Name  age where do you live.                   .                 .                    .                              .                                  .        babe                 .        babe              .                    .                    .                         .                      .                            .                       .                      .                      .                     .                     .                   .                      . I'm walking on the heaven           .                     .                     .                       .                    .                       .                .                  .               .                          .        babe                 .        babe              .                    .                    .                         .                      .                            .                       .  Woah oh oh oh oh oh  woah oh  woah oh  yeah . I just wanna know you  oh.  Woah oh oh oh oh oh  woah oh  woah oh  yeah . Can you tell me now  oh.  Woah oh oh oh oh oh  woah oh  woah oh  yeah .             .  Woah oh oh oh oh oh  woah oh  woah oh  yeah . Can you tell me now  oh  yeah . 
130,streetlight,Like a streetlight. Like a streetlight. After the end of a lonely day. I'm standing in the air. In the middle of a lonely night. And try to smile brightly. I don't want to show you  I'm weak and I'm out of shape. For those who relied on me  this is a contradiction. Pretending to be strong and not sick. I just want to be a force for someone. You can't let me take their strength out of you. I don't have the courage to put a question mark on the words  I can expect it . The pain grows silently trapped in a room without a door to go out. I was so tired of being patient. I'm still gonna be able to handle it. The band on the wound eventually falls. I've been on it in a hurry  but it's not long before I get back on it. The rain that builds up on the roof that has been torn down. I know so well that I repeat it. I need someone  I need someone to get. Ask me again  is it okay  Anybody. Like a streetlight. Like a streetlight. In the middle of a lonely night. I just look bright. After the end of a lonely day. And you're gonna stand there. In the middle of a lonely night. And try to smile brightly. I can't rely on anything. Choose to rely on myself. And now that I'm shaking  I'm. Who the hell should I catch . I'm not gonna let you know. My shoulder is more drooping than that. I can't tell you everything I can't tell you. The pain that I can not shake off. Blame myself. I'm gonna breathe in the murky air. I gasp  like I'm going to be out of breath beyond the unpleasantness. I don't care what's not. Nothing is okay. I don't see the way around me. I feel stingy. Will the hidden look be revealed for a moment . I'm afraid  I'm afraid . Like a streetlight. Like a streetlight. After the end of a lonely day. I'm standing in the air. In the middle of a lonely night. And try to smile brightly. Like that streetlight. Like a streetlight. In the middle of a lonely night. I just look bright. After the end of a lonely day. And you're gonna stand there. In the middle of a lonely night. And try to smile brightly. Like a streetlight. Like a streetlight. In the middle of a lonely night. I just look bright. After the end of a lonely day. And you're gonna stand there. In the middle of a lonely night. And try to smile brightly. 
131,idontwanttoadmitit,I don't want to admit it. I still miss you. How could I forget. I promised. I don't want to admit it. It's hard to understand. How could I forget. The day you lie to me. Don't go anywhere  Stay with me. It's too late to tell. I've been picturing you in my dreams. It changed before I knew it. You never know  You can come back. You don't have to say it  You did it last time. I don't think it's a good idea. You were the one that made it fall  yeah. I'll be honest with you. I want to give up. I don't know. I can't give up on you. I'll wait a little longer. I've been doing that all this time  woah. I don't want to admit it. I still miss you. How could I forget. I promised. I don't want to admit it. It's hard to understand. How could I forget. The day you lie to me. I don't want to admit it. I still miss you. How could I forget. I promised. I don't want to admit it. It's hard to understand. How could I forget. The day you lie to me. Da da da da. All night long. I can't stop thinkin' 'bout you. Da da da da. Just stay with me. I don't want to admit it. I still miss you. How could I forget. I don't want to admit it. It's hard to understand. I might as well forget. 
132,igotit,I don't wanna get back son.            .           .                       .               .              .              .                    .              . Memory full of lyrics   magazine.              .      type  idol rapper     . Salary doesn't matter. I pay for my           track  .                             . Whoo look what I got.               .      level  hunnit   .                .              .        I'm gonna get the top bitch.                       clean dish. Sicker than you. Bigger than you.          B        .                              .                            .                        . I got it                     .                   patient      .         God God          God God .                  I got it  I got it. I got it                     .                   patient      .         God God          God God .                  I got it  I got it.                      .                        .             .         emotional man.                               . Another  another                        .               pace                .                             .                            .             . Every time       .           yes I'm a scissor.                                    .                                          .                                        . I got it                     .                   patient      .         God God          God God .                  I got it  I got it. I got it                     .                   patient      .         God God          God God .                  I got it  I got it. Hello             .                        .                        .                   .  i English. I don't wanna get back son. No doubt it would just be a screw up. After which I let out a sigh. Everyone just follows along with others' reactions making a clamor. Divide this one failure into two. My emotions are profound  like they're all a fusion. I lower my head once and let them out. Tying down my vigor again with rope. Until my battery runs dry and dies. My memory's full of lyrics  I'm a magazine. I've gotta be on the front cover. I'm the type who made it on my own  might as well be an idol rapper. Salary doesn't matter. I pay for my tracks filled with my passion. I'm on my grind  my brain already filled with ideas  full with the amount of work I get done. Whoo look what I got. I pick up a fallen persimmon and eat it. Raising my level  I hit one hunnit. Then accelerate to walk on the top. I use my spot in the center to gain momentum. I'm gonna get the top bish. And you're under me cleaning up my scraps for a clean dish. Sicker than you. Bigger than you. Trying to snap off with nothing more that B listers. You getting worked up over nothing sounds like a bunch of dogs trying to eat grass. Out here handing out your undignified nagging. But I turn it all down because it's useless  don't need it at all. Shut your trap 'cause it stinks  everyone back off already. I'll clear up this whole round  get out of the way  be patient  adrenaline. I rise up high  God God  I'm going higher  God God . Keep on whining because my answer is I got it  I got it. Shut your trap 'cause it stinks  everyone back off already. I'll clear up this whole round  get out of the way  be patient  adrenaline. I rise up high  God God  I'm going higher  God God . Keep on whining because my answer is I got it  I got it. What do you want 'cause I'm worn out every day  man. Doing my best to enlighten you all on the things you come say to me. But who said the finger pointing would stop . Filled with rich emotions  I'm an emotional man. It looks like the only thing on your noble pedestals is shit  not divine favor. Another  another  I'm of a different class  'til the end of my life my luck's gonna last. No need to rush  I keep my own pace taking my time  waking up in my studio. Like a butterfly  letting my wings dry before taking flight. Stop wishing you had my talent that gives my interesting life a rich air. 'Cause I'm getting tired of dealing with your leftovers. Every time I make a miracle. Cutting you off sharply  yes I'm a scissor. I won't lower my head to your damn attacks  let 'em rain down 'cause I'm not scared of your pointing fingers. I'm not a kid I won't be ashamed  I take on dangerous challenges to create something even more amazing. I'm greedy  trying everything and even taking your plate 'cause in the end I won't lose a thing. Shut your trap 'cause it stinks  everyone back off already. I'll clear up this whole round  get out of the way  be patient  adrenaline. I rise up high  God God  I'm going higher  God God . Keep on whining because my answer is I got it  I got it. Shut your trap 'cause it stinks  everyone back off already. I'll clear up this whole round  get out of the way  be patient  adrenaline. I rise up high  God God  I'm going higher  God God . Keep on whining because my answer is I got it  I got it. Hello  isn't that a bit too fast . It's 'cause you suck when you rap slowly. You're hurting my ears with your constant loud bragging. I'm sick of you now    you're a star  in my heart. 
133,littlestar,The stars embroidered in the sky. I try to draw you from the window. You who used to be so little. Must be the shiniest now. I apologize to you. I know it was very difficult. But there was nothing I could do. Couldn't even laugh. That star. I hope my voice reaches to that star. No matter how much I scream. You have no idea how beautiful you were. I wanted to tell you everything. For you to see and laugh. You were very smart. And I thought you would remember all the pain. The tears won't stop. The thought that  I shouldn't have met you in the first place . I hated myself for thinking crazily like that. I'm sorry for wanting to hug you even now. That star. I hope my voice reaches to that star. No matter how much I scream. You have no idea how beautiful you were. 
134,maknaeontop,Yeah. Ha. Woo. Maknae on top  ooh woah oh. Maknae on top  ooh woah oh. On top again this year  ayy  ooh woah oh. Maknae on top  ooh woah oh oh oh. In Stray Kids  I'm ranked first. If you get hurt  your brothers wake up. Even though I'm polite  I don't act like the youngest. This year and next year  I'm Stray Kids' maknae on top. What else can I introduce . This is enough. No need for further explanation. That's enough for now. Maknae on top  ooh woah oh. Maknae on top  ooh woah oh. On top again this year  ayy  ooh woah oh. Maknae on top  ooh woah oh oh oh. He's full of all kinds of cuteness but the ranking is a tower. I N  who shouts every morning Instead of saying hello  every morning  I say  I N hyung ah .  Oh my  you look great  He has grown a lot. When he was a trainee  I remember the Busan boy in school gym shorts. Oh  I raised him well. He's been cute since then since he takes after me. Oh right  you hate hearing this the most. But we are quite similar if you look in the mirror  Do you want to get hit  . Alright  I'm sorry  Dwaekki is at the bottom of the ranks. Baby  what do you want to eat  Follow me to JYP Cafe  I'll buy it for you today. What else can I introduce . This is enough. No need for further explanation. That's enough for now. I N on top  ooh woah oh. I N on top  ooh woah oh. I N on top  ayy  ooh woah oh. I N on top  ooh woah oh oh oh. Maknae on top  maknae on top. I N on top  I N on top. Maknae on top  maknae on top. I N on top  I N on top. 
135,alien,          I'm an alien on this earth.                     .          I feel so lonely.                 .                      .                             .                        .                             .                                .                     I was an alien  yeah.                              . It's a lonely night        .                      .                  . I'm just lonely                    .           I'm an alien on this earth.                     .          I feel so lonely.                 .                      .                  .                 .                   .                  .                         .         Don't care about depression .              .                        .              .                 .                     .               .                  .                      .                     .                     . It's a lonely night        .                      .                  . I'm just lonely                    .           I'm an alien on this earth.                     .          I feel so lonely.                 .                      .  i English. Fell on the earth I'm an alien on this earth. Feels like I don't fit in anywhere. No matter how hard I tried to smile I feel so lonely. An alien that got mixed with the earth people. I tried to speak my voice but no one hears me. I was filled with excitement as I landed on a strange place at first. When my eyes became the dark night  my tears keep piling up. Since my confidence could be hated by someone. I survived like I have visited death but somehow I got left out alone. Even though I was with them in the same place  I was an alien. Landed from the universe but my lonely self just got filled with hurt. It's a lonely night  quiet night. It's so dark I use my low voice. It will come true  in between the stars. I'm just lonely Someone please reach out for me and hold me. Fell on the earth I'm an alien on this earth. Feels like I don't fit in anywhere. No matter how hard I tried to smile I feel so lonely. An alien that got mixed with the earth people. I tried to speak my voice but no one hears me. Right  I don't have every day. I'm carrying all my worries. I'm tired of people not caring about me. I swear to myself I won't fall. There are countless dreams in the sky. Waiting for me so I don't care about depression. Right I have to live. If I fall  every thing will be ruined  even my dreams. Even my dream will be ruined. The breathe I have taken at this place. It was bitter and painful  but I can hold it in. Don't I want it for my dream . So no one wanted me. I was too young for everyone to like. As time passes  I became older. Although I'm imperfect  I'm proud of myself. It's a lonely night  quiet night. It's so dark I use my low voice. It will come true  in between the stars. I'm just lonely Someone please reach out for me and hold me. Fell on the earth I'm an alien on this earth. Feels like I don't fit in anywhere. No matter how hard I tried to smile I feel so lonely. An alien that got mixed with the earth people. I tried to speak my voice but no one hears me. 
136,causeilikeyou,'Cause I like you. There's no other reason  I like you. When I watch you smile  there's nothing more I could ask for. 'Cause I just like you. I just wanna ask you about your day. Listening to your stories has become my hobby. It feels like the shortest time of the day. I wanna listen to all your worries. Let me share your load. So you can break free from the heavy burden. You've been carrying. You can lean on me. Until your cloud of worries disappear from your clear eyes. What's giving you such a hard time . I'm serious  I'd rather hurt instead of you. Seeing you smile makes me happy. Even though you look the prettiest when you smile. When you just wanna cry  don't fake a smile. Your eyes filled with happiness  yeah. Are water that will spill even with the slightest jolt. That's why I'm more cautious  no. I'm worried for you 'cause I like you  Yeah  yeah  yeah . 'Cause I just like you. For no other reason  I like you. When I look at you smile there's nothing more I could ask for. 'Cause I just like you. I wanna be with you all day. Without mood swings  full of laughter. You cried yesterday but I'm glad you feel better. The sparkling tears in your dewy eyes are diamonds. I like your honest expression. I like that you're not good at hiding your facial expressions. So don't conceal it. You know better how much harder it is. Your eyes filled with happiness  yeah. Are water that will spill even with the slightest jolt. That's why I'm more cautious  no. I'm worried for you 'cause I like you  Yeah  yeah  yeah . 'Cause I just like you. For no other reason  I like you. When I look at you smile there's nothing more I could ask for. 'Cause I just like you. I just really love you. You're the only reason why I really love you. When I see you smile I just can't get enough. And I can't live without you. Baby I just really love you. 
137,piece,Don't let it fall apart. Everything about me. Please keep it by your side. Don't let it fall apart. Please don't forget. Even a single thing  nothing. If all my pieces disappear. What will remain after. Whenever I lose them one by one. Whenever each one leaves. The anxious empty space grows bigger. Me in the studio  me on the stage. All the sweat and tears I shed. I hope don't get thrown away. Even the tear soaked piece among numerous scattered puzzle pieces. I'll come find you even during a dark nights. Because you might be hiding somewhere in my dreams. As I hold you tightly in my hand  sometimes  I cut my hand. But I don't mind the sharp piece  woah. Don't fade away  don't fade away. The moments that I've created for you. Don't fade away  don't fade away. Please keep them by your side. In front of cold hearted you. I answer with even more cold hearted determination. Even though I become nothing. As I repeat to freeze  crack  and melt. So that it doesn't become nothing. I pretend that everything's fine. And stand before you again. For as long as you exist  yeah. It's okay  it's okay  it's okay to hurt a little. Embrace it  embrace it  endure with hope. I hope to keep even the painful memories. So that I can be a little prouder after creating a masterpiece. I'll come find you even during a dark nights. Because you might be hiding somewhere in my dreams. As I hold you tightly in my hand  sometimes  I cut my hand. But I don't mind the sharp piece  woah. Don't fade away  don't fade away. The moments that I've created for you. Don't fade away  don't go away. Please keep them by your side. Don't let it fall apart. Everything about me. Please keep it by your side. Don't let it fall apart. Please don't forget. Even a single thing  nothing. I must've been afraid that the tower I built. Will just end up as dirt after time goes by. Sometimes I even hesitate to smile brightly. Because I'm afraid that the batteries of the bright light might run out. I know that you  who keeps wearing me out. Will fill me up in the end. That it won't hurt even if I hold you tightly in my hand. That it won't hurt. Woah. Woah oh  woah oh oh. Woah. Woah oh oh oh  woah oh oh. Don't fade away  don't fade away  Woah oh  woah oh . Don't leave me anymore  no  no  no. Don't fade away  don't go away  Woah oh  woah oh . Please keep it by your side. 
138,wishyouback,You were my story. Your word comes to mind endlessly. Just by being able to look at it. Like a photo that will be engraved deeply in my heart. I'll gather my memories one by one. And cherish them in my heart. Your scent became the wind and flew far away. I'll remember it forever. Because you're on my mind more today. My vision is slowly getting blurry. After a long time passes. I wonder if you'll. Gradually fade away from my mind. I still remember your warm touch. Put your small hands together and look back. In the days when every moment was beautiful and splendid. You were the main character in the movie called me. Yeah still rolling  you keep coming to my mind. Meaningless tears flow and keep holding me behind. I've been travelin' around the world. Guess what  even though I purposely try. To fill my mind with other thoughts. I can't get rid of it  it gets caught. You were my story. Your word comes to mind endlessly. Just by being able to look at it. Like a photo that will be engraved deeply in my heart. I'll gather my memories one by one. And cherish them in my heart. Your scent became the wind and flew far away. I'll remember it forever. I'll wish you back. I'll wish you back. I'll wish you back. Sometimes I'm gonna get hurt. But I'll call you until you come back. Let's go back to those times  our day day. To how it was  turn everything back back back. If anything can come back just by missing it  I don't know. It's not easy to explain how I feel. I sit in a room all day long and turn off the light. Don't bother asking if I'm okay. This feeling won't go away by such words. Watering a withered flower won't make it bloom again. Even the pinky finger that made the promise not to be defeated. All disappeared and crumbled after your goodbye. You were my story. Your word comes to mind endlessly. Just by being able to look at it. Like a photo that will be engraved deeply in my heart. I'll gather my memories one by one. And cherish them in my heart. Your scent became the wind and flew far away. I'll remember it forever. I'll wish you back. I just want you to stay with me all day. So baby love me again if it's okay. I'll wish you back. I'll wish you back. I'll wish you back. Sometimes I'm gonna get hurt. But I'll call you until you come back. Let's go back to those times  our day day. To how it was  turn everything back back back. Yeah I'm waitin' on you  still waiting on you. Perhaps I already know that you won't come. As I look at the faded picture of you and me. I can't help but be filled with regret. I want to end the endless darkness. And see your bright smile again. Waitin' on you  still waiting. Waitin' on you  I'm still waiting on you. 
139,upallnight,Up all night. In the quiet darkness. When the world is asleep. I open my eyes again today. I'm facing a dilemma tonight  Tonight . Look around  Look around   I'm trapped in silence. I can't sleep because I still have so many things I want to do. Oh oh oh  oh  ooh woah oh. I wrap myself up with a warm blanket. I wonder if I can just sleep like this. But it's not easy to stay still. I open my eyes. Up all night. In the quiet darkness. When the world is asleep. I open my eyes again today. Up all night  yeah  yeah  all the time  All the time . I'm working hard yeah yeah all the time  All the time . I turn on the lights at night as if it's daytime. I just do as I please  Hey . I've got a lot to do. Da  da da da  da da  da da. Argh  Gosh  why is it so hard   . Yeah  yeah  yeah. Cramming on a rainy night with lightning  yeah  yeah. The moment lightning strikes  ideas flash  yeah  yeah. I have a habit of procrastinating until night  lazy  Oink  . I'm nocturnal anyway  I'm up all night. I wrap myself up with a warm blanket. I wonder if I can just sleep like this. But it's not easy to stay still. I open my eyes  I open my eyes . Up all night again. In the quiet darkness. When the world is asleep. I open my eyes again today. Up all night  yeah  yeah  all the time  All the time . I'm working hard yeah yeah all the time  All the time . I turn on the lights at night as if it's daytime. I just do as I please  Hey . I've got a lot to do. I don't want to go to sleep now. I'll be making a masterpiece now  Yeah . I look for caffeine without even realizing. Start with a cup. I don't want to go to sleep now. I'll be making a masterpiece now  Yeah . Perhaps it's because the caffeine is. Still in my body. Up all night again. In the quiet darkness. When the world is asleep. I open my eyes again today. Up all night  yeah  yeah  all the time  All the time . I'm working hard yeah yeah all the time  All the time . I turn on the lights at night as if it's daytime. I just do as I please  Hey . I've got a lot to do. 
