,song,lyrics
106,fairytale, iromanized  kimi wo tsukamaetakute mo todokanai yeah dakishimete nakitai no ni kanawanai ohohoh boku wa misuka sa re shiranu furi sa re tada miyokuru seiippai egao de yeah  tozakaru kimi e muri shi matteru nante tsuyo garu boku wa sabishisa ga nokoru bakaride mou sugisatta koto demo kae rarenai to shitte ite mo tada kono mama de nani mo dekinai no ga mou hagayukute  wakatte ite mo kokoro no kizu ga itami dasu kireina deai de hanagasaku dowa no yona end aru wake nakute hontou wa mou  this love is full of fairytales this love is full of fairytales tada tada kireina moon yeah i miss you  ima ai ni iku yo hakanai yume demo sasagetai kimi e kono boku no subetewo ano toki ni kureta omoide wo mune ni zutto matteru kawaranai boku no mama  sekai de ichiban kireina kimi love you tamaranai kurai ni wakare janai to shitte ite mo namida afureru sonna yoru mou owarina ki ga shite ashita ga kawaru ki ga shite atsumeta egao namida no umi e kiete ku ki ga shite  boku ni dekiru koto wa itsumo to kawaranai yona furi wo shite kimi wo shizukani okuri dasu kurai shika nakute demo kore dake wa wasurenaide ite itsu made mo boku ga kimi wo machi tsudzuke teru to iu koto wo  kokoro no kizu ga itami dasu kireina deai de hanagasaku dowa no yona end aru wake nakute hontou wa mou  this love is full of fairytales this love is full of fairytales tada tada kireina moon yeah i miss you  ima ai ni iku yo hakanai yume demo sasagetai kimi e kono boku no subetewo ano toki ni kureta omoide wo mune ni zutto matteru kawaranai boku no mama  ijapanese  君を捕まえたくても届かない yeah 抱きしめて泣きたいのに叶わない ohohoh 僕は⾒透かされ 知らぬふりされ ただ⾒送る 精一杯 笑顔で yeah  遠ざかる君へ 無理し「待ってる」なんて 強がる僕は 寂しさが残るばかりで もう過ぎ去った事でも 変えられないと知っていても ただこのままで 何も出来ないのがもう歯痒くて  分かっていても 心の傷が 痛み出す 綺麗な出会いで花が咲く 童話の様な end あるわけなくて 本当はもう  this love is full of fairytales this love is full of fairytales ただただ綺麗な moon yeah i miss you  今 会いにいくよ 儚い夢でも 捧げたい君へ この僕の全てを あの時にくれた思い出を胸に ずっと待ってる 変わらない 僕のまま  世界で一番綺麗な君 love you 堪らないくらいに 別れじゃないと知っていても 涙溢れるそんな夜 もう終わりな気がして 明日が変わる気がして 集めた笑顔 涙の海へ 消えてく気がして  僕に出来る事は いつもと変わらない様な ふりをして君を 静かに送り 出すくらいしかなくて でもこれだけは 忘れないでいて いつまでも僕が 君を待ち続けてるという事を  心の傷が 痛み出す 綺麗な出会いで花が咲く 童話の様な end あるわけなくて 本当はもう  this love is full of fairytales this love is full of fairytales ただただ綺麗な moon yeah i miss you  今 会いにいくよ 儚い夢でも 捧げたい君へ この僕の全てを あの時にくれた思い出を胸に ずっと待ってる 変わらない 僕のまま  ienglish translation  i cant reach you even if i wanted to hold on to you yeah i want to hold you tight and cry but even that wish wont come true ohohoh im being seen through being looked past ill just see you off with the best smile i can muster yeah  forcing myself to tell you ill be waiting as you fade away im pretending to be strong now theres nothing left but loneliness even if this is something that has passed even if i know that it cant be changed just not being able to do anything about it like this is maddening  even if i know it the wound in my heart aches in a beautiful encounter the flowers bloom an ending like a fairy tale cant possibly happen in fact already  this love is full of fairytales this love is full of fairytales just a beautiful moon yeah i miss you  ill come to meet you now even if this is an empty dream i want to devote my everything on you with the memory of you in my heart ill always be waiting unchanged  youre the most beautiful thing in the world love you an unbearable amount even if i know its not goodbye the tears overflow its such a night feeling like its the end feeling like things will change tomorrow feeling like all the smiles i kept gathered will disappear in a sea of tears  the only thing i can do is pretend that ill never change and see you off quietly but please dont forget at least this that ill always be waiting for you forever  the wound in my heart aches in a beautiful encounter the flowers bloom an ending like a fairy tale cant possibly happen in fact already  this love is full of fairytales this love is full of fairytales just a beautiful moon yeah i miss you  ill come to meet you now even if this is an empty dream i want to devote my everything on you with the memory of you in my heart ill always be waiting unchanged 
107,venomjapaneseversion, iromanized  spider web spider web karamaru spider web spider web spider web got me got me got me  kidzukazu ni hora mata hikkakatta ne nukedasenai to wakatte ite mo do it again tōtō ami ni toraware chatta ne criminal karadajū ni doku hiromatte ku damage  no escape wasureta kankaku cant feel my fingers tsukamaru you got me wrapped up around your fingers  toriko ni naru yōenna your touch i want it more i need it more  hirogaru poison hamatteru potion keikaishin nante nakunaru now  spider web spider web karamaru spider web spider web spider web got me got me got me  pew pew pew yeah spider you got me locked up ey ikita mama trap trap trap nomikomu ey  hijō jitai sugu ni siren narasu you got me like harley kowa sayori mo tanoshimisakun no gēmu silence  kinpakuchū kinchō shi teru torawaresōda yo shinkokude yokojō ushiro ichimen zenbu nerawa re teru no sa kumo no su uh hoshokusha no kyōi obieru karada ni makkurona ōra ni yara rete shimatte kura tto suru nda ha  no escape wasureta kankaku cant feel my fingers tsukamaru you got me wrapped up around your fingers  toriko ni naru yōenna your touch i want it more i need it more  hirogaru poison hamatteru potion keikaishin nante nakunaru  osotte ku hurricane gatatsu dōjinai why do you rush rush shibara retanoni  nige renai nukedashi dokoikuno sa mawari attō suru funiki torawareta emonoda  ugokeba yokei ni karamaru ito sa saikō no gyappuda gaiken wa wana poison sōten chūnyū karadajū ga doku de somari dasu  kumo no ito maka re teru ashi no saki made ugokenai shibire chau ne body nogare rarenai  spider web spider web karamaru spider web spider web spider web got me got me got me  spider web tsukamaru spider web tsukamaru ima wa nukedasenai got me got me got me  spider web tsukamaru spider web tsukamaru nukedasu yotei mo nai  ijapanese  spider web spider web 絡まる spider web spider web spider web got me got me got me  気付かずにほらまた引っかかったね 抜け出せないと分かっていても do it again とうとう網に捕らわれちゃったね criminal 体中に毒 広まってく damage  no escape 忘れた感覚 cant feel my fingers 捕まる you got me wrapped up around your fingers  虜になる 妖艶な your touch i want it more i need it more  広がる poison ハマってる potion 警戒心なんてなくなる now  spider web spider web 絡まる spider web spider web spider web got me got me got me  pew pew pew yeah spider you got me locked up ey 生きたまま trap trap trap 飲み込む ey  非常事態 すぐに siren 鳴らす you got me like harley 怖さよりも楽しみさ 君のゲーム silence  緊迫中 緊張してる 捕らわれそうだよ 深刻で 横 上 後ろ一面全部 狙われてるのさ 蜘蛛の巣 uh 捕食者の脅威 怯える体に 真っ黒な オーラにやられてしまって クラっとするんだ ha  no escape 忘れた感覚 cant feel my fingers 捕まる you got me wrapped up around your fingers  虜になる 妖艶な your touch i want it more i need it more  広がる poison ハマってる potion 警戒心なんてなくなる  襲ってく hurricane ガタッ 動じない why do you rush rush 縛られたのに  逃げれない 抜け出しどこ行くのさ 周り圧倒する雰囲気 捕らわれた獲物だ  動けば余計に絡まる糸さ 最高のギャップだ 外見は罠 poison 装填 注入 体中が毒で染まりだす  蜘蛛の糸 巻かれてる 足の先まで動けない しびれちゃうね body 逃れられない  spider web spider web 絡まる spider web spider web spider web got me got me got me  spider web 捕まる spider web 捕まる 今は抜け出せない got me got me got me  spider web 捕まる spider web 捕まる 抜け出す予定もない 
108,maniacjapaneseversion, iromanized  lets go  dare mo ka matomo ni play tsukuru egao wa sou fake lock shinaito theyre all the same uso wa tsukenai ho  mieru honne yup yup awatezu ni ousen yup yup mabataki no ma ni back sugu ni matomoe modoru cosplay junbi pow  mash up mind blown risou wa back up prototype nakami jitsuwa freaky monster kisetsu hazure no hayari mono wa rotten kageguchi wa aite ni mo shinai shoubun poppin name tetara dakega yeah we rocking koui ni kanchigai shi ume barete toxic youre losing shouki warning  maniac kowareta you we go crazy maniac pinpin fukitobasa reru maniac frankenstein no you walking maniac maniac haha maniac oh kowareta you we laugh at it maniac you cant stop the smoke pinpin fukitobasa reru thick as fog maniac joushiki yaburu were so were maniacs maniac maniac  yabureta rag doll no you ha kekkyoku nakami ka deru raku janai this life it aint live its holding on yeah  dare mo ka matomo ni play tsukuri egao not so fresh locket naito theyre all the same uso wa tsukenai ho  uh yukusaki marude jirai bakari itsu demo bakuhatsu dormant volcano saki nanka mienai sugu kawaru kazamuki kakusu minna ka like a sealed tornado poppin name tetara dakega yeah we rocking koui ni kanchigai shi ume barete toxic youre losing shouki warning  maniac kowareta you we go crazy maniac pinpin fukitobasa reru maniac frankenstein no you walking maniac maniac haha maniac oh kowareta you we laugh at it maniac you cant stop the smoke pinpin fukitobasa reru thick as fog maniac joushiki yaburu were so were maniacs maniac maniac  mitsurusa afureru eyes lunatic kansei togisumashi sono subete wo tsutsume komerukara saigo ni wa hyou ni kanarazu arawareru hontou no sugata yeah  maniac maniac maniac maniac maniac maniac you cannot stop with this feeling haha  maniac oh kowareta you we laugh at it maniac you cant stop the smoke pinpin fukitobasa reru thick as fog maniac joushiki yaburu were so were maniacs maniac maniac  ijapanese  lets go  誰もかまともに play 作る笑顔はそう fake lock しないと theyre all the same 嘘はつけない ho  見える本音 yup yup 慌てずに応戦 yup yup 瞬きの間に back すぐにまともヘ戻るコスプレ 準備 pow  mash up mind blown 理想は back up prototype 中身 実は freaky monster 季節外れの流行り物は rotten 陰口は相手にもしない性分 poppin 舐めてたら大怪我 yeah we rocking 好意に勘違いし うめばれて toxic youre losing 正気 warning  maniac 壊れた様 we go crazy maniac ピンピン 吹き飛ばされる maniac frankenstein の様 walking maniac maniac haha maniac oh 壊れた様 we laugh at it maniac you cant stop the smoke ピンピン 吹き飛ばされる thick as fog maniac 常識破る were so were maniacs maniac maniac  破れた rag dollの様 ha 結局中身か出る 楽じゃない this life it aint live its holding on yeah  誰もかまともに play 作り笑顔 not so fresh locket ないと theyre all the same 嘘はつけない ho  uh 行く先まるで地雷ばかり いつでも爆発 dormant volcano 先なんか見えない すぐ変わる風向き 隠すみんなか like a sealed tornado poppin 舐めてたら大怪我 yeah we rocking 好意に勘違いし うめばれて toxic youre losing 正気 warning  maniac 壊れた様 we go crazy maniac ピンピン 吹き飛ばされる maniac frankenstein の様 walking maniac maniac haha maniac oh 壊れた様 we laugh at it maniac you cant stop the smoke ピンピン 吹き飛ばされる thick as fog maniac 常識破る were so were maniacs maniac maniac  満さ溢れる eyes lunatic 感性 研ぎ澄まし その全てを包め込めるから 最後には表に必ず 現れる本当の姿 yeah  maniac maniac maniac maniac maniac maniac you cannot stop with this feeling haha  maniac oh 壊れた様 we laugh at it maniac you cant stop the smoke ピンピン 吹き飛ばされる thick as fog maniac 常識破る were so were maniacs maniac maniac 
109,silentcryjapaneseversion, iromanized  sō tada kimi wa itsumo no yōna egao demo kikoeru your words you always say im okay kedo mieru sono kokorononaka naku sugata  shizukana heya no akari ochiruto sono smile nakunatte ku daremoinai basho tameiki nokoru kimi no sono kokorononaka naku sugata  kawaita sono eyes ey iyashino oashisu nante mō mienai samayoi mada cry sorenara sugu i run for you ooh  koe ni naranai kimi no omoi boku ga kikukara mō koreijō kimi ga mayowanai yō ni  bukiyōna hodo tojita kokoro no doa kara boku ni kikoeru silent cry mune ni himeta silent cry  mō kakusanaide sono namida misete īkara nē woah woah woah woah woah woah ii nareta hitorigoto mo boku ni azukete kanashimanaide im here for your silent cry woah  kimi to namida nagashite let it go go go mata tsurai toki wa yorisotte cause i wont let you go  i know gaman bakarina no wa tsurakute tamani hitoride wa todokanakute tsukuri warau koto wa mō wasurete daijōbu boku ga iru im here to stay  koe ni naranai kimi no omoi boku ga kikukara mō koreijō kimi ga mayowanai yō ni  bukiyōna hodo tojita kokoro no doa kara boku ni kikoeru silent cry mune ni himeta silent cry  mō kakusanaide sono namida misete īkara nē woah woah woah woah woah woah ii nareta hitorigoto mo boku ni azukete kanashimanaide  kimi ni amegafurunara issho ni iru tada taenaide kasa sashinoberukara  koreijō namida tomerarenai afurete ku afurete ku mō yatsurete iku akarui kimi ni kakaru shade kakusanaide give all to me  silent cry silent cry boku ni kikoeru silent cry mune ni himeta silent cry  mō kakusanaide sono namida misete īkara nē woah woah woah woah woah woah ii nareta hitorigoto mo boku ni azukete kanashimanaide im here for your silent cry woah  ijapanese  そう、ただ君は いつもの様な 笑顔 でも聞こえる your words you always say im okay けど見える その心の中 泣く姿  静かな部屋の明かり 落ちると その smile 無くなってく 誰もいない場所 ため息残る 君の その心の中 泣く姿  乾いたその eyes ey 癒しのオアシスなんてもう見えない 彷徨い まだ cry それなら すぐ i run for you ooh  声にならない 君の想い 僕が聞くから もうこれ以上君が迷わない様に  不器用なほど閉じた心のドアから 僕に聞こえる silent cry 胸に秘めた silent cry  もう隠さないで その涙見せていいから ねえ woah woah woah woah woah woah 言い慣れた独り言も 僕に預けて 悲しまないで im here for your silent cry woah  君と涙 流して let it go go go また辛い時は 寄り添って cause i wont let you go  i know 我慢ばかりなのは辛くて たまに一人では届かなくて 作り笑う事はもう忘れて 「大丈夫」僕がいる im here to stay  声にならない 君の想い 僕が聞くから もうこれ以上君が迷わない様に  不器用なほど閉じた心のドアから 僕に聞こえる silent cry 胸に秘めた silent cry  もう隠さないで その涙見せていいから ねえ woah woah woah woah woah woah 言い慣れた独り言も 僕に預けて 悲しまないで  君に雨が降るなら 一緒にいる ただ 耐えないで 傘差し伸べるから  これ以上 涙止められない 溢れてく 溢れてく もう窶れていく 明るい君にかかる shade 隠さないで give all to me  silent cry silent cry 僕に聞こえる silent cry 胸に秘めた silent cry  もう隠さないで その涙見せていいから ねえ woah woah woah woah woah woah 言い慣れた独り言も 僕に預けて 悲しまないで im here for your silent cry woah 
110,youreyes, iromanized  nee boku o mitsumeru sonome ga itsumo to chigau yō de hajimete miru sonome ni boku wa fuan ni naru nee nani o omotte iru no itsu ni mo nai kao de hajimete miru sonome demo boku wa wakarukara  i feel it now i feel it now now now now sono omoi dakishimetara mada todoku ka na  moshi nani ka machigatte ita nara kūki sura yomenai boku ni tell me now yeah ima kiite iru koto jitai dame nara kimi no kaoiro bakari o miru boku o mitai īnara ayy sugu moto ni wa modosenai nonara yeah kyō kurai wa ii sono mama de ite ashita ni wa egao de mata warai aitai iranai kimi igai ima wa subete kyanseru shi lets have a special time sukinafuku zenbu kai ni ikou keitai o ofu ni shite kimie to focus more umaku iku to īna nante omoinagara ohoh futari de nani tabeyou oh kimi no sukina no order kinō yori yawarainda kao hmm mata kokoro o ubawa reru  nee boku o mitsumeru sonome ga itsumo to chigau yōde hajimete miru sonome ni boku wa fuan ni naru nee nani o omotte iru no itsu ni mo nai kao de hajimete miru so no me demo boku wa wakaru ka na  i feel it now i feel it now now now now sono omoi dakishimetara todoku ka na oh tell me now oh tell me now now now now sono hitomi mitsumeru hodo hanare rarenai  nee boku o mitsumeru sonome ga itsumo to onajiyōni kagayaku tabi sonome ni boku wa egao ni naru  ijapanese  ねぇ 僕を見つめるその目が いつもと違うようで初めて見る その目に僕は不安になる ねぇ 何を思っているの いつにもない顔で初めて見る その目でも僕は分かるから  im feel it now im feel it now now now now その想い抱きしめたらまだ届くかな  もし何か間違ってたなら 空気すら読めない僕に tell me now yeah 今聞いていること伝えるためなら 君の顔色ばかりを見る僕を見ていいなら ayy すぐ元には戻せないのなら yeah 今日くらいはいっそこのままでいて 明日には笑顔でまた笑い 合いたいいらない君以外今は 全て飾る lets have a special time 好きな服全部買いに行ける 携帯をオフにして君やと focusも うまくいくといいな なんて思いながら ohoh 2人で何食べよう oh 君の好きなのどう昨日よりは笑い hmm また心をうばわれる  ねぇ 僕を見つめるその目が いつもと違うようで 初めて見るその目に僕は不安になる ねぇ 何を思っているの いつにもない顔で 初めて見るそ の目でもボクは分かるかな  i feel it now i feel it now now now now その想い抱きしめたら届くかな oh tell me now oh tell me now now now now その瞳見つめるほど離れられない  ねぇ 僕を見つめるその目が いつもと同じように 輝くたびその目に僕は笑顔になる 
111,case143,  사건 발생 잊지 못할 사건 치명적인 매력에 홀라당 빠져 자꾸 나를 자극하는 넌 출처가 없는 문제야 풀어야 할 숙제야  can i be your boyfriend 너를 대하는 태도 거짓 하나 없어 no cap 너에게 하고 싶은 말로 가득 찼어 my case 완벽함 앞에 어떤 말로도 부족해  you got me losing patience 걷잡을 수 없는 emotion 떠올라 네 모습 i never feel alright 수많은 감정이 충돌해 왜 이래  rolling in the deep inside my head you got me bad 무장해제 신속하게 네게로 moving on my way  why do i keep getting attracted 자석 같이 끌려가 i cannot explain this reaction 이것밖에 143  why do i keep getting attracted 네 모습만 떠올라 i cannot explain this emotion 143 i love you  a b c d e f g i wanna send my code to you 8 letters is all it takes and im gonna let you know oh  너 말곤 높이 쌓아뒀지 barricade barricade 원하는 대로 불러도 돼 code name call me baby 욕심이래도 되고 싶어 soulmate whoo 이 맘은 점점 더 upgrade cause  you got me losing patience 걷잡을 수 없는 emotion 떠올라 네 모습 i never feel alright 수많은 감정이 충돌해 왜 이래  rolling in the deep inside my head you got me bad 무장해제 신속하게 네게로 moving on my way  why do i keep getting attracted 자석 같이 끌려가 i cannot explain this reaction 이것밖에 143  why do i keep getting attracted 네 모습만 떠올라 i cannot explain this emotion 143 i love you  heartbeat 나의 모든 상태 지금 위기 위기 너의 모습 aint no false 나의 속맘 다시 repeat repeat  walking next to you but im falling 더 깊게 빠져들어 끌리지 youre pulling me deeper and deeper i try to get out but i cant stop  can i be the one yeah ill be the one 무모하게 도전해 오그라드는 표현 머릿속이 띵하고 무감정은 손절 moving im on my way  why do i keep getting attracted 네 모습만 떠올라 i cannot explain this emotion 143 i love you  why do i keep getting attracted 자석 같이 끌려가 i cannot explain this reaction 이것밖에  im gonna let you know know that im just gonna go go and hold you so im never letting go  im gonna let you know know that im just gonna go just go yeah 난 너에게로 지금 출발합니다 바로 like im  never letting go oh i cannot explain this emotion 143 i love you  
112,chill,  칼로 물 베듯 끊이지가 않는 싸움 처음부터 맞지 않았던 건 아니야 우린 그저 다른 것일 뿐이라 생각했던 그 생각은 결국 틀렸던 것일까  손을 잡아도 서로 다른 곳을 보고 대화 주제의 흐름은 다 딴 데로 이 애정 없는 대화 속에 맘이란 그저 텅 빈 쓰레기통에 눌러 붙은 껌이야  시곗바늘 소리가 tiki tok 침묵 속에 어색한 기류가 흘러 갖은 이유로 내게 찔려 있는 눈빛 속에 아주 얕은 맘으로  비켜줄래 라는 말을 꺼냈을 때 슬픔이라기보단 후련하게도 yeah yes you thats you thank you right now 그래 우린  yeah we gonna break break break together 서로의 값진 매일매일들을 불태워 이젠 모두 남김없이 버려도 우린 후회 없어 그저 속 타는 마음만 식혀  이젠 내 내 내게 신경 꺼 추억 속 여기서 그만 밖으로 나가줘 그래 너도 남김없이 버려 다 다신 후회 없게 일단 속 타는 마음 좀 식혀  i mean like ah 빠르게 빠르게 더 식어버린 맘 다 씻어내고 새로운 시작 서로 해보자고 start now 지지고 볶고 판단은 나중으로 미뤄 어차피 이 관계의 지속 가능성은 zero 싹 다  그래 다 지워 보자고 이게 맞냐고 성내도 너도 다 지울 거잖어 왜 아닌 척 눈시울 붉혀  시곗바늘 소리가 tiki tok 침묵 속에 어색한 기류가 흘러 갖은 이유로 내게 찔려 있는 눈빛 속에 아주 얕은 맘으로  비켜줄래 라는 말을 꺼냈을 때 슬픔이라기보단 후련하게도 yeah yes you thats you thank you right now 그래 우린  yeah we gonna break break break together 서로의 값진 매일매일들을 불태워 이젠 모두 남김없이 버려도 우린 후회 없어 그저 속 타는 마음만 식혀  이젠 내 내 내게 신경 꺼 추억 속 여기서 그만 밖으로 나가줘 그래 너도 남김없이 버려 다 다신 후회 없게 일단 속 타는 마음 좀 식혀  아무렴 어때 시원하게 게워내 속에 있던 얘기들 전부 씻어내  전부 날리자 오늘 다 뱉어 속에 담아뒀던 그 모든 말들도 우린 한 쌍의 죽여주는 actor 연기 그만하고 우리 서로 이제 그만  yeah we gonna break break break together 서로의 값진 매일매일들을 불태워 이젠 모두 남김없이 버려도 우린 후회 없어 그저 속 타는 마음만 식혀  이젠 내 내 내게 신경 꺼 추억 속 여기서 그만 밖으로 나가줘 그래 너도 남김없이 버려 다 다신 후회 없게 일단 속 타는 마음 좀 식혀 
113,givemeyourtmi,  딩동댕 아니면 땡 딩동댕 아니면 땡땡땡 머리는 띵 주변은 핑 돌아가 돌고 돌아 뱅뱅뱅 너에게 접속 중인데 난 또 렉이 걸려 왜 자꾸 튕겨 렉 풀릴 때쯤에 바이러스가 왜 와 제발 좀 낄껴  너를 보고 그저 놀라 깜짝 잠시 버퍼링 걸린 내 감각 dont know why 누굴까 네게 홀린 듯 더 다가간다 ey  까놓고 난 묻고 싶어 점점 더 초조해져 알면 더 알수록 ow i really gotta know 가까워질수록 다음 다음 답을 달라니까 right now  넌 대체 내게 뭐길래 또 나를 멈칫하게 해 절대 집착은 아냐 i just wanna know i just wanna know baby  왜일까 나도 모르게 점점 더 몰입이 돼 one two i wanna know more 굳이 더 알고 싶어 give me your tmi  ey whoo whoo whoo 더 궁금해져 yeah i just wanna know  whats your name tell me 툭 물어볼 게 많을 것 같아 답해줘 pls 궁금한 게 많아서 그래 잠시만 질문 몇 개 조금만 합시다 꽤 오래 걸릴듯한데 시간은 좀 있습니까  서로 첫인상은 어떻고 취미와 특긴 무엇이며 혹시 요새 힙합이나 rock은 관심 없습니까 대답은 어쨌든 상관없지 네가 좋으니까 또 질문에 질문을 반복해 너에 대해 더 알아가지  깔딱깔딱 숨넘어간다 tic toc tic toc 시간이 간다 심장 떨림 내 머리 굴림 알다 가도 잘 모르겠다 let me know let me know let me 좀만 더  까놓고 난 묻고 싶어 점점 더 초조해져 알면 더 알수록 ow i really gotta know 가까워질수록 다음 다음 답을 달라니까 right now  넌 대체 내게 뭐길래 또 나를 멈칫하게 해 절대 집착은 아냐 i just wanna know i just wanna know baby  왜일까 나도 모르게 점점 더 몰입이 돼 one two i wanna know more 굳이 더 알고 싶어 give me your tmi  ey whoo whoo whoo 더 궁금해져 yeah i just wanna know  궁금한 네 story 어떨까 대답이 괜찮아 천천히 더 많이 just tell me 너의 말은 자꾸 내 맘을 건드려 두 눈 맞출 때마다 떨려 그럴수록 세게 나가 널 더 알고 싶어져  너도 나와 똑같을까 그냥 궁금한 게 아니야 무슨 대답이 나올까 예상하긴 어렵지만  새롭게 다가오는 감정들이 벅차올라 oh too much인가 싶다가도 oh  ey whoo whoo whoo 더 궁금해져 yeah i just wanna know 
114,superboard,  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  ya climb aboard 두발 jump in on this board 우린 턱 괴고 pop it 대충 해도 다들 겁내는 눈치 이젠 걷기 싫어 하늘 위로 swerving  열일 그래 고생해라 꼬맹아 멈칫하다 그마저도 뺏길라 oh yeah running stupid dummy funny ha 웃기지도 않아 쪼끄만 게 어딜 콱  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  fly high into the sky not gonna stop until the day i die rising up to the sun yeah you can call it my heart  변하지 않아 oh 불붙은 날 oh 쫓는다면 헛고생 닭 쫓던 개 결국 지붕만 쳐다봐  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  날아라 슝 super board 날아가 슝 super mode 난리나 슝 super road 날아라  꽉 막힌 도로 위 고구마 백 개 답답해 날아가 늦겠다 택배 꿈에게 나를 배달 중 로켓배송 이게 내 title  어버어버버버버 내 발밑에 hoverboard 그 밑에는 비상사태 위를 봐라 난 비상 중 쾌감을 느껴 기분은 loco 윗 공기는 달달해 choco  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  날아라 슝 super board 날아가 슝 super mode 난리나 슝 super road 날아라  나서다가 자빠질라 그 모습 보고 배꼽 잡아 뛰는 놈 위에 우린 나는 놈 노려봐도 안 달라져  다 마른하늘에 날벼락 우리가 휘몰아친다 쫓는다면 헛고생 닭 쫓던 개 결국 지붕만 쳐다봐  go high fly high na na na na na na go high fly high na na na na na na  날아라 슝 super board 날아라 슝 super board 날아라 슝 super board 날아라  날아라 슝 super board 날아가 슝 super mode 난리나 슝 super road 날아라 
115,3racha,  1 2 3racha get spotlight 외친지 벌써 5년 prime time our credit is always the biggest headline 전 세계 차트의 상단 초심은 끝이 없는 끝으로 통하지 수미상관 자만과 자신 한 끗 차이 한 끗 차이로 다 한물갔지  내 시간은 물 경사를 만들어 더 빠르게 흘러 해 뜰 무렵 토끼 눈이 된 내 두 눈은 충혈 익숙해질 리 없는 생활패턴 25789 특별해지길 원하면서 단 하루도 못 버티지 gg 십중팔구  작업물의 양이 자랑이 됐던 그때와는 다르게 양과 질로 승부 막연한 허황된 꿈 우리가 잡은 건 아니던데 뜬구름 돌풍 태풍 일으켰지 선풍 장식용이 될 병풍 수많은 작품을 걸어 놓을 벽이 될 너네 고막을 다 뚫어 놓지  3racha 비구름 3점의 마찰 shut up 우리가 하는 말 다 이끌어 마차 영감을 바짝 땡겨 우리 식대로 타파 3racha stray kids 3racha  yeah im famous 스피커 속 목소리 가동하면 분위기 마치 괴물 벌써 몇 년째 유지하는 티키타카 우린 판에 들끓는 무리들 속에 선두 back in the days rookie들로 불리던 애들은 지금 세계로 보여주지 재능 탑재가 제대로 되어 굳이 뭐 안 해도 이미 아는 사람들은 우릴 보고 박수 달라 폼이  우리 속도는 음속 빨라 누구보다 올라가지 높이 jumping 숨이 가빠도 stop은 없지 여기 생태계 파괴에 주범인 i dont care 뭐라든 계속해 tease 영감이 줄어들지 않는 샘물이지 you cannot beat me up 더 계속 불려 커져가는 우리 몸집  look good and tasty 맛 들임 우릴 찾게 돼 매끼 식기 전에 먹지 격식 있게 목에 두른 냅킨 벌레들은 퇴치 우리 길엔 꽃향기가 뱄지 달라진 모습에도 여전히 몸속에 남아있어 패기와 객기  3racha 비구름 3점의 마찰 shut up 우리가 하는 말 다 이끌어 마차 영감을 바짝 땡겨 우리 식대로 타파 3racha stray kids 3racha  my boys spittin facts they locked and loaded still on the grind you better watch out for the brothers masterminds the perfect trio bound by blood musketeers of making music one for all and all for one  pull out the shivs choppin up sounds faster than lightning been in the corps since 17 yeah the beasts never stop wildin were going for the win yeah our music score might seem a lil frightening just take a deep breath 3racha breathing  the scoville scale is on the verge of blowing up they feel the burn and yet they just cant get enough our copyrighted numbers wont be ever stopping cause we still constructing keep it coming why u mad brah  3racha 비구름 3점의 마찰 shut up 우리가 하는 말 다 이끌어 마차 영감을 바짝 땡겨 우리 식대로 타파 3racha stray kids 3racha  3racha 비구름 3점의 마찰 shut up 우리가 하는 말 다 이끌어 마차 영감을 바짝 땡겨 우리 식대로 타파 3racha stray kids 3racha  they always say the same excuses while theyre complaining were producing 
